Gene	Antibody Count
ASPSCR1	12
GP9	38
FASN	358
CNBP	2
MT1E	0
ACTRT2	6
DUS1L	0
GPS1	7
RFNG	8
DCXR	17
ZNF32	0
LDB2	16
RAC3	1
NRG4	1
LIMS1	11
TMEM266	0
NLGN1	10
TAPT1	0
UGP2	12
TAS2R1	1
LINGO1	0
PRY	0
RBMY1F	0
PRY2	1
HNRNPF	18
BTD	7
CSGALNACT2	1
TACR3	0
GSX1	0
PCDH7	20
ROBO1	8
ONECUT1	1
AVEN	9
P2RY1	2
CTNND2	9
TRIM56	7
MUC17	21
AHSP	3
WNT10B	2
CALML6	1
REPS2	7
MUC3A	35
SYAP1	1
ITGAM	236
PYDC1	8
TPST1	0
TM4SF4	0
TOR1AIP2	1
S100G	2
TM4SF1	0
OTUD3	0
OTUD7A	0
GUSB	5
BRD3	28
KLF13	6
FRMPD4	0
ZFPM2	0
ZNF764	0
HSFY2	1
ZNF747	0
ZNF768	0
TAS1R3	3
TMEM42	0
MAP3K2	12
PUSL1	1
SF3B5	0
ZNF35	13
TIGD4	0
IFFO2	0
NLGN2	0
MYO7B	0
CHD3	21
TMEM154	0
MYRIP	1
ALCAM	38
YWHAG	37
UBE2E3	25
CNTROB	1
TRAPPC1	1
ZPLD1	2
KCNAB3	1
SERPINA9	2
FAM153A	1
GPR37L1	2
SIMC1	0
TMEM192	0
NSG2	0
SPDYE5	0
SERPINA6	17
ZNF778	0
NIPA1	1
FOXD4	0
GPR25	0
UBE2E1	2
HNRNPA3	0
SIK2	12
RNF150	5
CCDC144A	0
VGLL2	0
HOXD4	1
CHRNB1	12
HOXD12	0
GYPA	87
USP38	2
SLC16A5	0
NANP	10
ANKK1	0
ADRA1B	1
ADPRM	0
FABP6	46
PWWP2A	0
USP50	0
USP47	9
PDCD6IP	21
MRGPRX1	0
ZNF212	0
MRAP	29
FAM161A	0
ZNF282	0
GLB1	20
GON7	0
FAXDC2	0
CRTAP	11
HSPB2	0
C7orf33	0
CNGB3	0
SLN	0
ELP5	0
CMTM8	0
GABARAP	3
LGALS9B	0
STX8	8
CDK1	134
UBB	22
NFRKB	10
FABP4	116
FRMPD2	0
PRDM10	364
B3GNT2	12
FOS	47
TMED10	5
SETMAR	0
SMAD1	50
CST5	1
CST2	11
EMX2	20
CST1	1
SP7	39
TCAF2	0
SEMA3E	1
LRRN2	1
SLC30A1	0
DCLK2	5
ZNF804A	0
GPRC5C	0
TMEM182	0
VSTM2A	0
KRT8	86
KRT78	0
ADORA2B	1
SDR9C7	13
MGMT	70
METTL7B	0
KRT86	0
HARS	46
NFXL1	0
KRT75	9
DENND5B	0
CD14	287
DNAJC18	0
KRT6C	3
RIOX1	0
SPATA24	0
RALGAPB	1
PYM1	0
MZB1	2
KRT4	26
SLC23A1	0
KRT74	1
NPAS2	6
KRT72	8
KISS1	10
LONRF2	4
NUDT9	20
HSD17B13	0
PA2G4	26
COX7B2	0
ELOVL6	2
KRT83	2
PFKFB3	4
TMC7	0
ARL6IP1	1
SERPINB9	28
SMAGP	0
IRX1	1
CDH2	54
IRX2	0
EMB	2
SIX2	8
DLGAP1	6
STAT2	32
NUDCD2	0
IRF2BP1	0
OR9K2	1
HSPA4	5
FOXA3	3
FAM71B	0
SLC26A5	7
COMMD5	2
SGCD	2
GTSF1	0
ZNF16	0
ARMC10	0
RNF34	0
ACYP2	7
TRABD	0
ATF7	2
RASA4B	0
SOCS6	19
CAVIN4	0
OR10A3	0
ZNF296	0
HOXB9	18
TTLL6	0
POLH	1
SYT9	1
KCNS3	0
RBMXL2	4
KIF5B	11
GPR37	4
AKAP13	19
TPD52L3	8
CDCA4	1
OR10A4	0
SDR16C5	7
DYDC1	2
OR10A2	0
CHCHD7	0
HTRA3	0
FOXN2	0
LMOD2	0
BFSP2	10
FSHR	0
USP32	11
CEL	60
PPM1D	12
GPR27	0
AC093323.1	0
PSG6	1
KBTBD2	0
RIOX2	0
TRIAP1	1
LSM3	7
KIAA0232	3
MTSS1	13
TMEM43	1
RNF139	10
RPS9	1
PLA2G1B	41
CYTL1	1
TSEN34	0
TRH	2
GSTA4	3
MSANTD4	1
NDUFA3	1
OSCAR	14
PAQR8	1
NUDT6	13
OR7G3	0
TANC2	0
OR7G2	1
TEX13B	0
PKHD1	0
OR1M1	0
NCBP2L	0
DNAJC24	1
MBD3L1	1
ZNF160	0
PGK2	3
OR8B12	1
ZNF415	0
CAVIN3	0
CEACAM3	5
DCDC1	0
HAS2	1
PDGFD	7
PLAC1	1
DDI1	0
S1PR1	16
HS6ST2	1
OR4D5	1
PYGO1	2
LRRC8E	0
PKIA	1
XKR6	0
TSNARE1	0
FPR2	14
FPR1	3
PATE1	0
OR13H1	0
FEZ2	0
SOX7	1
C8orf74	0
C11orf24	0
ALK	145
KYAT1	0
MTM1	14
OBP2B	0
TRMT61B	0
INSR	197
MFN1	18
GIMAP8	0
HSFX1	1
NRTN	5
KCNMB3	10
FUT3	54
KCNG3	6
ATP6V0E2	0
PRKCE	31
OR2K2	0
JAGN1	0
RLN3	3
TADA3	14
SOCS5	9
C1GALT1C1	0
C9orf16	0
MORN4	0
ZNF672	0
ZNF692	0
NAIF1	1
RBKS	1
OR2M4	1
GRIK1	8
MUC7	6
OPRPN	0
SMR3B	5
TMEM126A	0
TMEM126B	0
TRIM8	1
NETO2	2
CSN3	12
CLDN20	6
CDC42BPG	3
SCAND1	13
JUNB	12
FAM241B	0
TMEM37	63
UGT2B7	0
LRG1	14
SHCBP1	1
SOSTDC1	0
NPTX1	1
FAM98B	1
ZNF439	0
ZNF440	0
GAA	8
CANT1	10
KCNK3	0
ZDHHC16	1
CHST11	10
EXOSC1	7
PGAM1	15
CHD7	0
ESCO2	0
KRT19	98
KRT15	26
LURAP1	0
KRT38	0
CLCN5	2
TPPP	10
KCND3	0
APLN	17
KRTAP4-4	1
KRT13	33
XAGE3	0
KRT9	19
XAGE5	0
PDE7B	1
MRPL36	18
ZNF581	0
NAT1	8
KRT20	18952
GLOD5	0
KSR2	33
ZNF524	0
MCC	10
KRT27	10
ZBTB26	0
CDK5R2	2
DSEL	0
POLR1C	22
ASXL1	6
OR1L6	0
DLK2	0
ZNF562	0
ZNF318	0
ZNF561	0
WIPF2	0
HOPX	11
SPACA5B	0
OR1L3	1
NLRP5	0
LRRC8C	0
SPACA5	0
RSL1D1	2
LRRC8D	3
MROH2B	0
OR1L8	0
PPID	5
OR1N2	0
COL24A1	5
ETFDH	2
OR1N1	0
RXFP1	3
LPAR3	0
PTGER4	8
TBCA	12
NEUROD2	2
MAP6	7
OTP	0
ECEL1	1
BCL2L1	70
FGG	40
FGA	41
OR2AT4	0
FGB	16
PLRG1	2
ZNF584	0
DSCAM	4
DNAI2	8
NMUR1	1
CLSTN1	6
CXXC5	1
ZNF274	17
PIK3CD	11
PTCRA	0
SLC25A33	1
ENC1	14
SPSB1	2
P2RY6	1
BPTF	7
S100Z	0
ZIK1	0
GPR82	0
GPR34	2
PLEKHG5	8
ATF7IP	53
LKAAEAR1	0
RGS19	0
TCEA2	0
DEFB4A	12
ANO5	0
HDAC3	41
SPATA46	0
GPHN	28
VAT1L	1
TMEM51	0
CAMTA1	0
LGALS4	8
LRRC34	0
PAH	1
SPATA5L1	1
GATM	4
SYCE1	1
NXNL1	7
RASGRP4	15
NHLH1	4
SLFNL1	11
BCL2	233
RHNO1	0
CTPS1	0
UTF1	1
KNDC1	0
WDR87	0
METTL18	0
CFAP46	0
COL8A2	0
PWWP2B	1
PCDHB1	7
ZNF540	0
ANGPTL7	5
FBXL14	33
EXOSC10	1
ZNF570	0
NINJ2	2
MLLT3	2
FAM90A1	0
RRM2	13
TRAPPC12	1
IFNB1	76
RPS21	0
C3AR1	8
MRM3	0
PTEN	96
RPS7	10
PRND	0
RNASEH1	18
PRNP	32
KLF17	0
ADRA1D	15
FRMD5	2
AQP4	9
CYP4F11	3
TLN2	5
LGALS9C	1
TVP23B	0
FBXW10	0
OR10H3	1
ZNF217	1
OR10H2	1
SRGAP2C	0
OR52A5	0
SCG2	8
ATPAF2	4
CYP4F22	0
FOXB1	1
PPIH	2
DRC3	0
ZNF57	0
C20orf196	0
C11orf40	0
JMJD1C	10
LDHAL6B	7
SYNPO	5
ZNF556	0
MAL	145
ZNF554	0
RAB33B	9
THOP1	19
ANKRD20A4	0
REG3A	46
GAP43	33
REG1B	0
EPHX4	0
LAMB2	17
USP19	0
QARS	18
ORMDL3	1
SERF1A	1
KLF11	20
LRRC15	0
SMN1	43
EIF2AK3	4
TEX37	0
MOB3A	1
KRCC1	0
NME6	1
CYCS	61
CD8B	55
SLFN12	0
CALB2	98
SLC9C1	0
OR1A1	0
OR1A2	1
OR8I2	1
LCE1D	0
CCL11	46
FRMD3	1
SNTB1	0
MTBP	3
TEFM	1
MRPL13	1
MALT1	20
PRL	206
ISG20	17
OR4C11	0
MBOAT1	0
OR8U1	0
ID4	8
OR4X2	0
GPR22	2
CXCR6	3
CEBPB	30
AZU1	5
TPSAB1	60
ATOH1	37
PAIP1	6
CLEC7A	16
C5orf34	1
C1QTNF4	0
NEGR1	6
ZNF131	10
MACROD2	0
DPAGT1	21
BSG	164
HINFP	1
CDY1	0
OR10V1	0
CERS6	0
SPTLC3	0
COPRS	0
TP53RK	37
B3GALT1	1
OR5A1	0
CLEC12A	0
OR5A2	1
BPGM	0
POP7	2
ALG14	0
SUCLG2	0
STARD5	1
CSDC2	9
RCAN2	1
IL16	34
ABCG4	0
CDY1B	0
GNB2	5
CFAP53	0
OR5B12	1
OR5B2	0
MCRIP2	0
PDZD3	2
C2CD2L	0
OR9I1	1
ARNT2	2
GNG12	0
PRSS27	5
MYOZ2	3
SYNPO2	0
DNAJB7	2
CLP1	7
INSL5	0
EFCAB3	0
TTC36	0
RSPH9	1
COPS9	0
GTPBP2	0
FGGY	1
OR9G4	1
IL17D	26
OR5AR1	0
FUT9	2
OR5AP2	0
TCEAL1	10
ZNF24	16
HSFY1	2
MANEA	1
RAB40A	1
C2orf54	0
AGXT	5
OR8J1	0
OR5T3	1
AFF1	0
ACOT12	6
FIBP	2
CARNS1	1
OR10H5	0
BANP	0
PPP1CA	25
HCFC1	11
FAM170B	0
CTSW	19
NIPAL4	0
MUCL1	0
SNTG2	0
FNDC9	1
PDE3A	10
RASGRP1	3
KLHL6	1
CHCHD1	2
MRPL52	0
SMPDL3A	0
RND1	3
RAD9A	22
EFEMP2	2
OR10AD1	1
AGAP5	0
WASHC2C	0
TMEM134	1
ZMAT3	2
ZFAND4	1
THEMIS	1
MOS	2
ZNF738	1
MS4A10	0
SLFN11	1
FAM71D	0
CCL19	18
CORO1B	13
FUT10	9
LRRC20	0
MUS81	12
PURG	0
TMEM217	0
OR4D9	0
ZNF596	6
COL6A5	0
CFL1	59
TMCC1	0
NAA16	1
OR5B3	0
EFCAB12	0
OR10W1	0
FAM192A	1
RAB43	16
FADS6	0
CBWD1	10
HOXC5	2
RAB37	9
DCP2	0
SNX32	0
RPL38	1
CYP7B1	7
OVOL1	4
RARG	17
CES4A	0
CES3	0
SSH3	9
CES2	24
PDP2	3
SP3	84
KRT2	8
DMXL1	0
METAP1D	1
ZNF621	0
EGFL7	17
NADSYN1	10
DHCR7	0
LVRN	1
NBEA	0
RNASEH2C	0
MYEOV	0
ANKRD13D	0
MRGPRF	1
MYD88	18
MRGPRD	1
OXSR1	110
SLC22A13	9
PHF8	1
LCLAT1	0
ADH6	10
XKR3	0
FRG2C	0
KAT5	13
SH3RF3	0
GXYLT2	0
HPSE2	2
DCAKD	8
ARPP21	0
TADA2B	2
CCDC96	0
GRK2	22
RELA	48
EVC2	0
ZNF680	0
HECTD4	0
FAM222B	0
BNC2	2
DEC1	9
RXFP4	0
HPSE	55
COQ2	1
CCDC63	0
HSPA6	11
TRMT112	1
LRRN3	0
KDM2A	1
ACSM6	0
ADCK5	0
MRPL57	1
NOC3L	4
ESRRA	19
RHOD	9
ADAMTS20	0
COMMD1	17
RAPH1	1
MTX1	0
ADCY5	7
PARP14	0
CYSLTR1	1
PARP15	0
CKS1B	10
ABCD2	1
ABLIM3	0
MAB21L3	3
TUBB8P12	0
MFSD4B	0
VANGL1	4
GLRX	21
IQCB1	0
SYT12	1
GOLGB1	14
C11orf86	0
LIPM	0
GPR151	0
DMRT2	0
ZNF483	1
PLAC8L1	1
SLC2A14	2
GPR137	1
SNCG	95
MMRN2	5
MZT2A	0
TNKS	19
ZNF449	2
ZBTB21	0
PPP1R3B	0
OR10K1	1
GPR148	0
STOX2	0
MAP3K11	9
TRIB1	9
CST9	0
KCNK7	0
SFT2D3	0
AC097637.1	0
C1QB	1
C1QA	8
NDNF	0
IQCF1	0
OLR1	43
GLIPR1L1	0
DAG1	35
INSM1	2
DAB1	5
ARV1	0
NAA20	2
CCDC36	4
RNASE8	1
SAA1	66
MINOS1	1
EHBP1L1	0
THAP2	1
TMEM196	0
RNF26	7
PPP1R14B	3
RNASE11	1
SSSCA1	7
AGR3	5
SMARCC1	9
ZNF417	0
PTPRM	8
FKBP2	3
VEGFB	18
PEAK1	0
TNFRSF10D	22
MST1	30
TNFRSF10C	755
GMPPB	10
MOB1B	10
ZNF622	8
CSPG4	25
SNX33	5
C2orf70	0
NABP1	1
ADGRF3	0
NLRP13	0
CHD2	0
XCR1	0
CCDC106	0
CCR9	11
CEP83	0
SULT1B1	1
NUDT4	6
PC	26
UGT2A1	0
SCAI	0
GPRC6A	0
NMNAT1	5
LRFN4	0
TRAPPC3L	0
APOBEC4	0
SLC19A1	12
HSPB7	11
RCE1	5
UQCRH	3
TAS1R1	1
HES3	0
EIF1AX	2
SPDYE2B	0
OR1L1	0
BCLAF3	0
PSMD1	3
ADGRG2	0
SPATA3	1
MUC13	4
SUSD5	1
HEG1	1
WFIKKN2	4
C11orf80	0
TOMM20	12
C1orf100	0
AGFG1	62
STAT5B	44
CD7	158
TOPAZ1	0
CNP	27
JUP	27
HAP1	4
TDRD12	0
EIF1	4
ENDOV	1
RNF213	5
TIGD3	0
KCNH6	2
MARCH10	1
PLK3	8
NET1	6
DPY19L1	0
PHOSPHO1	18
ZNF791	0
PHC3	2
GPR160	0
CBX2	24
SPTBN2	5
GOLIM4	14
KRT28	2
RBM4B	1
ATP5MD	0
HOXB2	7
C1QTNF1	34
MARCH3	1
SWSAP1	0
SLCO4C1	0
RBM4	2
PIFO	0
XXYLT1	0
UBXN2A	1
RAX2	0
LRRC63	0
TCAP	19
CCS	21
NRROS	0
CEP19	0
KLHL15	0
FBXO45	0
SPERT	0
FAM46D	0
GNG5	1
SLC25A30	0
C9orf131	0
CD34	231
CTSF	2
MSRB3	4
LEMD3	8
C16orf91	0
TLR10	16
TLR1	44
TLR6	76
FAM174A	1
RGMB	0
FAM53A	0
NWD2	0
CYB561D1	0
GSTA3	10
ZDHHC24	0
TRMT10C	0
SELP	129
CTU2	0
MGA	6
C12orf66	0
ARL13A	0
SNX31	0
PIGG	0
PRPF8	11
ADCY6	1
REP15	0
PITPNA	5
DDX23	0
ZNF80	0
ZNHIT2	2
EVX2	0
ZBTB4	0
TNK1	3
ZHX3	1
PHLDA3	4
DIRC1	0
SLC16A11	0
SLC16A13	0
GLIS1	0
OR2Y1	0
CHRNA9	1
PODN	3
SLC6A19	6
C11orf45	0
EXO1	32
RALGAPA1	2
LIG4	12
TRHR	0
GTF2IRD2B	0
ABRA	16
ATP2A2	17
ZWILCH	6
RPL4	9
SNAPC5	18
STARD6	0
GOLGA6L2	0
VWC2L	0
C12orf76	0
ZCCHC12	0
CNTNAP2	3
GALNTL6	1
LINGO2	2
BBS1	1
DENND4A	0
IGDCC3	0
GCSAM	0
ANKRD36C	0
SLC26A9	2
MFSD4A	0
PELI3	0
TTC9B	0
MYO1H	1
TMEM81	0
MRPL11	7
KLK15	1
IL20RB	2
GOLT1A	0
AKIRIN1	0
NPAS4	1
MSL2	5
ZNF497	0
TRAM1L1	0
CMKLR1	29
ANGEL2	0
UGT8	0
KY	0
IQCK	0
SLCO2A1	0
ZNF266	3
OR7D4	0
SLC29A2	1
BRSK2	0
B4GAT1	0
TMEM167A	0
LEP	225
SH3PXD2B	0
KIAA1551	0
LARP7	1
FGFBP3	0
NR1D2	15
PABPC5	1
BRMS1	14
RPL15	1
FAM241A	0
HRAS	27
WDR49	0
SRP72	0
PCP2	1
RIN1	6
ODAPH	0
THAP6	10
CEP135	0
FZD4	9
CD248	5
BTC	5
PDZK1	18
ADGRE1	5
DENND6A	0
PDE12	0
GLMN	29
DNAH12	0
YIF1A	1
CNIH2	1
AMY1B	5
NLRP6	0
NDUFA11	1
RSRC1	1
CATSPERD	0
PQLC2L	0
RAB1B	6
OR9G1	1
PTDSS2	1
C19orf70	0
C3orf33	0
OR5M3	0
SEZ6L2	0
ASPHD1	1
KCTD13	0
P2RY14	0
AMZ1	0
GPR171	0
GPR149	2
CD164L2	0
FUT1	27743
DHX36	0
OR5J2	1
ZIC4	40
OR10AG1	1
OR4S2	1
FBXW8	0
CA5A	0
ZG16	2
KLC2	0
SLC22A1	5
TEX36	0
CTBP2	3
CHST2	0
ZDHHC14	0
ATR	25
UBE2C	18
DSG4	5
GK5	0
VCPIP1	0
RTP1	1
DES	54
PDIK1L	6
SPSB4	1
RAG2	6
TRAF6	27
ZNF654	1
TVP23C	1
MRPS22	1
PACS1	0
WFDC5	5
MARCKSL1	32
SH3BP5L	1
OR2T1	0
YPEL2	0
CADM2	0
ABO	60
PSMD2	18
FAM182B	0
PPM1E	2
FAM131A	0
CSRP2	3
INHBC	3
PARL	4
DDIT3	31
PCCA	0
HIGD2B	0
DCTN2	9
NPPA	44
ZNF408	0
CTDSP2	23
CKAP5	1
ARHGAP1	0
MED16	15
ATG13	2
GAL3ST3	0
C1orf127	0
CHST1	0
GOLGA8A	0
VWA3A	0
TP53I11	0
CENPS	1
DOLK	0
PHYHD1	3
CATSPER1	0
CCNE2	5
PHYKPL	1
ANKS4B	0
CST6	6
GRAMD2A	0
ZNF519	0
LSM1	7
PROP1	0
ISX	0
BANF1	32
APOF	7
CHRNA7	9
TMEM9B	1
NRIP3	3
PTPN2	3
SCUBE2	0
EIF1AD	0
SMAD2	73
EIF3F	0
ZNF25	0
OR10P1	1
ARL10	1
CLTB	13
PCSK1	11
LPL	20
RFESD	1
CCDC14	0
TBC1D10C	0
SART1	1
PPP2R2D	1
MCTP1	0
POLD4	9
OR52W1	1
LRRC25	9
DPP10	4
CLCF1	5
TSGA10IP	1
GPR152	0
UBQLNL	0
UBQLN3	0
PNLIP	22
LIPT2	0
KCNE3	0
CABP4	8
ALG10B	0
DRAP1	3
LONRF3	1
UCP3	1
UCP2	2
C11orf68	1
PAAF1	3
MRPL48	2
RAB6A	10
P2RY2	1
FOSL1	5
ERCC4	51
SUGCT	0
CCDC85B	0
TMEM70	1
OR4B1	0
RPS6KB2	11
RMI2	1
PRM1	1
TOM1L2	0
TEX26	0
ZNF77	0
GPR156	0
CCDC197	0
SMIM37	0
KDF1	0
B3GNTL1	0
RBMXL3	0
MLXIP	0
NR2F1	18
AURKAIP1	9
TTLL11	0
EIF4E1B	0
TOMM5	0
C15orf53	0
SLC35E3	0
PRIMA1	0
ZNF169	0
RUVBL1	17
SFN	33
MSRA	12
CBLL2	0
CCDC168	0
CTDNEP1	1
ETV4	12
SWI5	0
GAPT	0
BAIAP2	13
CALCB	2
CREG2	0
TMEM270	0
HOXD8	13
ZDHHC21	0
TSPEAR	0
PLEKHF2	1
A2M	29
ARL4D	5
DOK7	10
LRRN1	0
UBE2O	1
ORAI3	6
KLHL38	0
UNC119B	0
DENND2C	0
PLEKHD1	0
ASCL3	0
TUBB6	0
LYSMD3	1
AMIGO3	0
B3GALT6	5
ZNF613	0
C11orf16	0
TMPRSS7	0
NUPR1	0
JAKMIP2	0
MBLAC2	0
TPRN	0
KCNE5	0
ZNF683	0
SLC35A4	1
CRYBG2	0
IP6K1	1
SSNA1	5
CSTF3	9
YES1	55
CHMP6	0
UFSP1	0
MC5R	1
TMEM39A	0
TCP11L1	0
GPX2	3
CCDC57	0
HSF5	0
FOXG1	13
SPHK1	10
BNIP3	6
ENTHD1	0
MYPOP	1
CIDEA	6
OR11H4	0
OR4D11	1
LRRTM4	0
ATAD5	0
SMIM19	0
OR11H6	1
ZNF404	0
RTTN	0
OR4K17	1
OR10H4	0
OR51B6	1
ACBD7	0
OR4L1	0
ANAPC2	14
OR4K13	1
HMGB4	0
ZBTB8OS	0
OR4F21	0
SLC35G1	0
OR4K5	0
ZNF135	0
OR4N2	0
OR4M1	0
FOXR1	0
COX8A	1
TAC4	0
ZSCAN2	1
PRR18	0
B3GNT4	0
CDC26	0
HSD11B2	0
CRLF3	2
RNPEP	13
EID2	0
DMRTA1	0
EID2B	0
GJC3	0
RIMS2	8
KCMF1	0
DNAJC30	0
SPRYD4	0
VPS37D	0
CLEC14A	0
SYNE3	0
CLK2	0
LPCAT4	1
SLCO3A1	0
ZNF575	0
WDR25	1
SGF29	0
PLA2G16	16
DIRAS1	0
OR5AN1	0
PHLDB3	0
PRR15	0
GNG7	6
OR4C5	0
USF3	0
OR4C3	0
OR4S1	0
CNTD1	1
DCAF4L2	1
OR4X1	1
CNBD1	0
KBTBD11	0
B3GNT5	0
MAP3K19	0
C14orf177	0
LMNB2	10
RMDN1	0
MEX3C	0
HORMAD2	2
RNF152	1
MYO1D	1
FOXL1	36
TGIF2LY	0
LRRC37A	0
FOXC2	43
OR4F17	0
BDNF	50
CCDC121	0
ACSF3	0
BOK	1
ZNF843	0
C8orf59	0
PFN4	1
OR51V1	0
MAGEB6	1
CDK5R1	23
TCERG1L	1
NCKAP5	0
MAGEB18	6
DEFB104A	2
RUFY1	10
OR52E2	1
BASP1	0
DEFB103A	2
OR51L1	0
LRRC37A3	0
VSIG10	0
IRX5	27
METRNL	0
FAM91A1	6
WSB2	0
GRIN1	24
SOX11	4
TYMS	107
OR51G2	1
PXMP2	37
OR51A7	0
TCEANC	1
OR51T1	0
PNMA1	3802
TCIM	0
MAMSTR	0
ANKLE2	0
C8G	4
FUT2	12
OR51S1	0
OR51F2	1
EFCAB5	0
GCNT4	0
MUC20	0
THAP4	0
NFATC2IP	8
LY6H	12
FIBIN	0
FAM89B	0
SHMT1	13
DPP7	5
TRIM60	0
SEC24C	1
FMR1NB	1
SMCR8	0
MTHFR	16
DEFB104B	1
C19orf18	0
DEAF1	90
MTX3	0
TMEM80	4
SIX5	1
IFNW1	2
FBXO46	0
ZDHHC13	1
SLC38A9	0
ACER2	0
WDR73	0
POLE	19
FAM109B	0
SCN4B	0
DSCAML1	0
RHOG	4
EPS8L2	8
ZDHHC22	0
ANO6	0
ZBTB34	0
FAM9B	1
CETN1	15
NUDT4B	0
FAM210A	0
OR2T35	1
TALDO1	33
ULK1	10
OR14C36	1
RIMKLA	1
CLVS1	1
OR2M7	0
RPS6KA3	31
B3GNT8	0
PUS1	2
CHD9	0
OR2T12	0
SPACA4	0
OR2T33	0
GATD1	0
TRIM72	2
MAN1B1	10
DEFB103B	1
DEFB4B	4
KCNA3	8
OR2AJ1	0
FZD8	3
GJD4	0
FBXO39	0
CLDN22	0
KCNA2	4
TOP3A	0
CASKIN2	0
ZBTB38	0
BEND2	0
CCDC71	0
C10orf71	0
LRRN4CL	1
TIMM22	1
HIC1	26
PPFIA3	0
MAGEF1	0
UMODL1	0
SAMD9L	0
UBE2U	4
PAWR	6
TGIF1	25
MIEF2	0
NAP1L5	1
NIM1K	1
CD19	218
ERICH5	0
OR2T8	0
NR2C2	30
GPR4	1
ACOT4	0
OLIG3	2
CAVIN1	0
OR2G3	0
ARIH2	8
RBM44	0
ZBTB33	20
OR2G2	0
ZBED2	0
VCX2	0
IRX3	29
ST8SIA3	1
RPRM	1
OR2B11	0
SLC25A22	17
RABEP2	2
NHLH2	17
ATOX1	40
FAM187B	0
TBL1XR1	9
SAMD12	1
CD163	92
C18orf32	0
PIDD1	0
ZNF491	0
RPLP2	0
HASPIN	0
JUN	66
CSTF2T	0
PGBD5	0
C12orf54	0
GBA	61
ACAD9	0
IL17RA	6
PNPLA2	31
MBOAT4	1395
TEX44	0
AGTRAP	9
CD163L1	3
SRRM3	0
THAP5	0
DEFB114	0
CRACR2B	0
SUMO4	1
MAGEB10	1
DNAJC28	0
OR4F4	0
NAALADL2	2
CD151	44
POLR2L	0
FAM20C	0
NECTIN3	9
SLC35G5	0
ANXA2R	1
TMEM94	0
FLII	35
SOX12	24
HNRNPA0	1
YIPF7	0
MYOZ1	6
TMEM78	0
KCNJ10	7
CHID1	5
PCDHB9	0
ZNF620	0
ZNF518A	1
TMEM187	0
SVBP	0
ZNF619	0
CCDC184	0
AP3S1	0
GRB2	79
ZBTB41	0
UBE2N	21
ARL6IP6	0
ZNF354C	1
CAPZA3	7
MAMDC4	0
CENPBD1	0
ODF3	0
BET1L	3
RPS27	15
RIC8A	4
IMP3	3
ASB8	4
LCN15	0
ODF3B	0
DPY19L2	0
SPATA31E1	0
C2orf73	0
GPR150	0
TSPYL6	0
LRRC75B	0
DMAP1	19
ADAMTSL1	14
CALHM5	0
IMPDH2	13
ALS2CL	0
MLF1	13
PRSS42	0
NDUFAF3	0
C2orf69	0
GRAMD1C	0
STAP2	0
HTR3C	0
TSSK6	9
BOLA1	8
PDE4DIP	9
DDX10	0
GOLGA8Q	0
PPP1R42	1
NDUFV2	6
DALRD3	0
ZNF114	0
ZNF518B	0
AMER3	0
SPINK6	0
ZNF366	1
LCORL	0
PARD6G	0
ZNF454	0
SH2B1	12
ZC3H12D	0
VN1R1	0
KDELC2	0
PLEC	1
SH2D4B	0
RNF212	1
PRSS36	0
ZNF543	0
TMEM151B	0
GALNT11	0
SLITRK1	2
WDR6	7
PRM3	0
TNP2	0
SPAG11A	5
GEN1	0
TMPRSS9	0
AQP11	0
TMEM11	1
ZNF354B	0
KCNG2	0
SHISA3	0
OR2D3	0
CALML3	5
CALML5	5
ZFAND2A	0
PLEKHM3	0
ZNF223	0
HTR1A	2
CCDC185	0
FAM220A	0
DNAJC22	0
NEUROG2	21
CEP295NL	0
BEND3	0
NT5DC1	12
GLDC	0
COX14	0
MCMDC2	1
TUBAL3	11
P4HTM	0
UCN3	0
DTX3	4
KLHL11	1
AMBN	2
CTXN1	0
SLC25A20	76
CA8	80
CD28	145
EPM2AIP1	20
ERBB4	75
MAF	37
CTNNBIP1	7
OR6B3	1
DEFB125	0
PSAPL1	0
OTOS	0
GTPBP6	1
ERN1	39
GPR35	0
C10orf53	0
CSRNP3	1
ZNF713	0
PARP10	5
DYNAP	0
SUZ12	10
NSUN3	1
KCTD12	1
DHFR2	0
RPP25	0
GRINA	3
THBD	85
GP5	5
LMO7DN	0
COX5A	4
STX19	0
ERFE	0
FAM219B	0
ZHX2	43
CPN2	6
CPNE7	2
C5orf46	0
CD300LB	1
GDPD4	0
RIIAD1	0
MPI	21
H1FOO	4
TRIM73	0
OPLAH	0
TMEM52	0
TMEM139	0
RNF186	5
EFCAB13	0
MSC	3
APOLD1	0
RFLNA	0
EXOSC4	4
DPY19L3	0
TAF7	13
ZNF852	0
FOXE1	21
PFAS	0
HYI	39
C17orf62	4
TPRX1	7
LGALS7B	1
ZNF552	0
SMIM10L2A	0
GAK	13
ZBTB7A	2
TUFM	13
ERICH3	0
RMI1	1
CTC1	0
FBXO34	0
SELENOW	0
EIF3K	6
MRFAP1L1	0
SNX18	0
EXD1	11
AURKB	43
TAS1R2	13
C14orf39	0
MRFAP1	0
C3orf38	2
KLHDC7A	0
TMEM107	0
RRS1	1
EXOC3L1	0
TRIML2	0
RCC2	0
OR13D1	0
IGSF22	0
C9orf50	0
ZFP42	10
CCDC89	0
FAM133A	0
DPM3	0
C12orf42	0
CYC1	2
PER1	48
HTR1F	0
TMTC2	0
HES7	0
